current,dateAsString,epoch,rawIntensity,temperature,voltage,pwm
32,2024-10-20 09:59:29,1729418369,1014,25,0,150
30.7,2024-10-20 10:00:30,1729418430,1019,25,0.888,100
29.7,2024-10-20 10:01:30,1729418490,1011,25,0.896,100
31.1,2024-10-20 10:02:31,1729418551,1011,25,0.916,100
31.2,2024-10-20 10:03:32,1729418612,1011,25,0.956,100
32.6,2024-10-20 10:04:32,1729418672,1019,25,0.88,100
33.9,2024-10-20 10:05:32,1729418732,1009,25,1.224,100
37,2024-10-20 10:06:33,1729418793,1011,25,0.904,100
37.4,2024-10-20 10:07:33,1729418853,1011,25,0.888,100
31.7,2024-10-20 10:08:34,1729418914,1011,25,0.908,100
33.3,2024-10-20 10:09:34,1729418974,1010,25,1.124,100
34.5,2024-10-20 10:10:35,1729419035,1010,25,0.892,100
33.7,2024-10-20 10:11:35,1729419095,1012,25,0.86,100
33.4,2024-10-20 10:12:35,1729419155,1011,25,0.884,100
32.2,2024-10-20 10:13:36,1729419216,1019,25,0.832,100
34.2,2024-10-20 10:14:36,1729419276,1020,25,0.824,100
34,2024-10-20 10:15:36,1729419336,1010,25,1.016,100
32.6,2024-10-20 10:16:36,1729419396,1011,25,0.884,100
32.4,2024-10-20 10:17:37,1729419457,1010,25,1.04,100
32.3,2024-10-20 10:18:37,1729419517,1011,25,0.844,100
35.2,2024-10-20 10:19:37,1729419577,1010,25,1.124,100
28.6,2024-10-20 10:20:38,1729419638,1011,25,0.8,100
28.1,2024-10-20 10:21:38,1729419698,1012,25,0.028,100
30.5,2024-10-20 10:22:38,1729419758,1009,25,1.188,100
31,2024-10-20 10:23:38,1729419818,1019,25,0.88,100
31.5,2024-10-20 10:24:38,1729419878,1014,25,0,100
31.3,2024-10-20 10:25:39,1729419939,1010,25,1.116,100
35,2024-10-20 10:26:39,1729419999,1012,25,0.848,100
33,2024-10-20 10:27:40,1729420060,1011,25,0.828,100
34.7,2024-10-20 10:28:40,1729420120,1009,25,1.116,100
32.5,2024-10-20 10:29:40,1729420180,1012,25,0.884,100
32.8,2024-10-20 10:30:41,1729420241,1011,25,0.848,100
33.7,2024-10-20 10:31:41,1729420301,1011,25,0.884,100
34,2024-10-20 10:32:41,1729420361,1012,25,0.832,100
33.9,2024-10-20 10:33:41,1729420421,1019,25,1.628,100
33.1,2024-10-20 10:34:41,1729420481,1019,25,0.844,100
34.3,2024-10-20 10:35:42,1729420542,1009,25,1.196,100
37,2024-10-20 10:36:42,1729420602,1011,25,1.624,100
33.2,2024-10-20 10:37:42,1729420662,1014,25,0,100
34.2,2024-10-20 10:38:43,1729420723,1011,25,1.616,100
30.4,2024-10-20 10:39:42,1729420782,1010,25,1.124,100
31.9,2024-10-20 10:40:43,1729420843,1011,25,0.852,100
20.9,2024-10-20 10:41:43,1729420903,1012,25,0.544,100
18.5,2024-10-20 10:42:43,1729420963,1010,25,1.124,100
31.8,2024-10-20 10:43:43,1729421023,1019,25,0.888,100
32.1,2024-10-20 10:44:45,1729421085,1018,25,0.988,100
36.2,2024-10-20 10:45:44,1729421144,1011,25,0.88,100
34.4,2024-10-20 10:46:46,1729421206,1021,25,0.056,100
33.8,2024-10-20 10:47:45,1729421265,1011,25,0.868,100
31.8,2024-10-20 10:48:46,1729421326,1011,25,1.548,100
31,2024-10-20 10:49:46,1729421386,1011,25,0.832,100
31.7,2024-10-20 10:50:46,1729421446,1011,25,0.864,100
31.2,2024-10-20 10:52:47,1729421567,1019,25,0.844,100
31.9,2024-10-20 10:53:47,1729421627,1020,25,0.448,100
29.6,2024-10-20 10:54:47,1729421687,1012,25,0,100
33.6,2024-10-20 10:55:47,1729421747,1010,25,0.952,100
33.3,2024-10-20 10:56:48,1729421808,1019,25,1.576,100
32.7,2024-10-20 10:57:48,1729421868,1012,25,0.108,100
36.9,2024-10-20 10:58:49,1729421929,1011,25,0.888,100
37.1,2024-10-20 10:59:49,1729421989,1011,25,0.844,100
37.4,2024-10-20 11:00:49,1729422049,1011,25,0.828,80
32.8,2024-10-20 11:01:49,1729422109,1011,25,0.908,80
33.4,2024-10-20 11:02:49,1729422169,1011,25,0.928,80
38,2024-10-20 11:03:49,1729422229,1010,25,0.996,80
32.1,2024-10-20 11:04:49,1729422289,1014,25,0,80
30.9,2024-10-20 11:05:49,1729422349,1011,25,0.844,80
32.1,2024-10-20 11:06:50,1729422410,1011,25,1.584,80
31.7,2024-10-20 11:07:50,1729422470,1011,25,0.652,80
31.4,2024-10-20 11:08:52,1729422532,1014,25,0,80
34.9,2024-10-20 11:09:51,1729422591,1012,25,0.22,80
31.9,2024-10-20 11:10:52,1729422652,1014,25,0,80
33.6,2024-10-20 11:11:52,1729422712,1019,25,0.892,80
32.1,2024-10-20 11:12:53,1729422773,1011,25,0.856,80
33,2024-10-20 11:13:53,1729422833,1014,25,0,80
32.1,2024-10-20 11:14:53,1729422893,1014,25,0,80
31.7,2024-10-20 11:15:53,1729422953,1012,25,0.588,80
31.3,2024-10-20 11:16:53,1729423013,1010,25,1.12,80
30.2,2024-10-20 11:17:53,1729423073,1011,25,0.892,80
30.4,2024-10-20 11:18:54,1729423134,1011,25,0.88,80
31.1,2024-10-20 11:19:54,1729423194,1012,25,0.088,80
31.7,2024-10-20 11:20:54,1729423254,1011,25,0.944,80
28.1,2024-10-20 11:21:55,1729423315,1011,25,0.844,80
30.7,2024-10-20 11:22:55,1729423375,1011,25,0.848,80
30.4,2024-10-20 11:23:55,1729423435,1011,25,1.216,80
28,2024-10-20 11:24:55,1729423495,1014,25,0,80
31.7,2024-10-20 11:25:56,1729423556,1011,25,1.516,80
32.6,2024-10-20 11:26:56,1729423616,1011,25,0.04,80
31.4,2024-10-20 11:27:56,1729423676,1011,25,0.844,80
31.2,2024-10-20 11:28:56,1729423736,1011,25,0.892,80
28.4,2024-10-20 11:29:57,1729423797,1009,25,1.488,80
30.7,2024-10-20 11:30:57,1729423857,1011,25,0.828,80
31.6,2024-10-20 11:31:57,1729423917,1012,25,0.384,80
29.7,2024-10-20 11:32:58,1729423978,1019,25,0.884,80
30,2024-10-20 11:33:58,1729424038,1011,25,0.888,80
27.2,2024-10-20 11:34:58,1729424098,1011,25,0.632,80
36.8,2024-10-20 11:35:58,1729424158,1012,25,0.016,80
37.2,2024-10-20 11:36:58,1729424218,1012,25,0.436,80
37.2,2024-10-20 11:37:58,1729424278,1011,25,0.86,80
37.8,2024-10-20 11:38:59,1729424339,1009,25,1.5,80
37.5,2024-10-20 11:39:59,1729424399,1014,25,0,80
37.5,2024-10-20 11:40:59,1729424459,1011,25,0.852,80
36.1,2024-10-20 11:41:59,1729424519,1012,25,0,80
36.9,2024-10-20 11:42:59,1729424579,1011,25,0.808,80
37.1,2024-10-20 11:45:00,1729424700,1009,25,1.6,80
37,2024-10-20 11:46:01,1729424761,1011,25,0.852,80
37.1,2024-10-20 11:47:01,1729424821,1010,25,0.984,80
36.1,2024-10-20 11:48:00,1729424880,1011,25,0.84,80
37.1,2024-10-20 11:49:01,1729424941,1014,25,0,80
36.6,2024-10-20 11:50:02,1729425002,1014,25,0,80
37.3,2024-10-20 11:51:02,1729425062,1010,25,1.132,80
37.7,2024-10-20 11:52:02,1729425122,1012,25,0.86,80
37.5,2024-10-20 11:53:02,1729425182,1010,25,1.116,80
36.1,2024-10-20 11:54:03,1729425243,1011,25,0.844,80
37.8,2024-10-20 11:55:03,1729425303,1014,25,0,80
36,2024-10-20 11:56:03,1729425363,1011,25,0.84,80
37.3,2024-10-20 11:57:03,1729425423,1009,25,1.328,80
37.7,2024-10-20 11:58:04,1729425484,1012,25,0.852,80
38.1,2024-10-20 11:59:04,1729425544,1012,25,0.852,80
37,2024-10-20 12:00:04,1729425604,1011,25,0,70
35.9,2024-10-20 12:01:04,1729425664,1011,25,0.844,70
37.6,2024-10-20 12:02:04,1729425724,1012,25,0.076,70
37.8,2024-10-20 12:03:04,1729425784,1010,25,1.132,70
36.8,2024-10-20 12:04:05,1729425845,1011,25,0.844,70
37.7,2024-10-20 12:05:05,1729425905,1011,25,0.912,70
37.6,2024-10-20 12:06:06,1729425966,1011,25,0.884,70
37.7,2024-10-20 12:07:06,1729426026,1014,25,0,70
37.6,2024-10-20 12:08:06,1729426086,1021,25,0,70
37.7,2024-10-20 12:09:06,1729426146,1014,25,0,70
37.8,2024-10-20 12:10:06,1729426206,1011,25,0.936,70
36.3,2024-10-20 12:11:06,1729426266,1012,25,0.844,70
37.8,2024-10-20 12:12:07,1729426327,1014,25,0,70
37.5,2024-10-20 12:13:07,1729426387,1011,25,0.852,70
35.8,2024-10-20 12:14:08,1729426448,1012,25,0,70
37.8,2024-10-20 12:15:08,1729426508,1011,25,0.84,70
37.5,2024-10-20 12:16:09,1729426569,1012,25,0.84,70
37.4,2024-10-20 12:17:09,1729426629,1014,25,0,70
36.1,2024-10-20 12:18:09,1729426689,1019,25,0.844,70
37.5,2024-10-20 12:19:10,1729426750,1014,25,0,70
37.8,2024-10-20 12:20:10,1729426810,1011,25,0.884,70
37.5,2024-10-20 12:21:10,1729426870,1014,25,0,70
36.6,2024-10-20 12:22:11,1729426931,1012,25,0,70
37.7,2024-10-20 12:23:11,1729426991,1009,25,1.632,70
37.5,2024-10-20 12:24:11,1729427051,1012,25,0.884,70
37.5,2024-10-20 12:25:11,1729427111,1012,25,0.844,70
37.9,2024-10-20 12:26:12,1729427172,1011,25,0.948,70
36.3,2024-10-20 12:27:12,1729427232,1011,25,0.196,70
37.3,2024-10-20 12:28:12,1729427292,1011,25,0.856,70
37.2,2024-10-20 12:29:13,1729427353,1011,25,0.852,70
36.5,2024-10-20 12:30:13,1729427413,1011,25,0,70
36.9,2024-10-20 12:31:13,1729427473,1010,25,1.216,70
37.3,2024-10-20 12:32:14,1729427534,1011,25,0.884,70
36.8,2024-10-20 12:33:14,1729427594,1011,25,0.848,70
36.9,2024-10-20 12:34:15,1729427655,1012,25,1.692,70
37,2024-10-20 12:35:15,1729427715,1012,25,0.844,70
37.2,2024-10-20 12:36:16,1729427776,1012,25,0.88,70
37.4,2024-10-20 12:37:16,1729427836,1011,25,1.132,70
37.5,2024-10-20 12:38:16,1729427896,1011,25,0.884,70
37,2024-10-20 12:39:16,1729427956,1011,25,0.912,70
37.3,2024-10-20 12:40:17,1729428017,1011,25,1.364,70
37.6,2024-10-20 12:41:17,1729428077,1011,25,0.88,70
37.6,2024-10-20 12:42:18,1729428138,1010,25,1.06,70
37.7,2024-10-20 12:43:18,1729428198,1019,25,0.888,70
37.1,2024-10-20 12:44:19,1729428259,1014,25,0,70
37.3,2024-10-20 12:45:19,1729428319,1012,25,0.816,70
35.8,2024-10-20 12:46:19,1729428379,1012,25,0,70
37.6,2024-10-20 12:47:19,1729428439,1014,25,0,70
37,2024-10-20 12:48:19,1729428499,1014,25,0,70
35,2024-10-20 12:49:19,1729428559,1012,25,0.852,70
38,2024-10-20 12:50:20,1729428620,1014,25,0,70
31.2,2024-10-20 12:51:20,1729428680,1012,25,0.876,70
30.2,2024-10-20 12:52:20,1729428740,1011,25,0.828,70
32,2024-10-20 12:53:20,1729428800,1012,25,0.796,70
32.8,2024-10-20 12:54:20,1729428860,1011,25,0.86,70
35.4,2024-10-20 12:55:20,1729428920,1011,25,0.956,70
38.8,2024-10-20 12:56:20,1729428980,1011,25,0.884,70
33.1,2024-10-20 12:57:20,1729429040,1011,25,0.872,70
32.9,2024-10-20 12:58:21,1729429101,1011,25,1.596,70
34.2,2024-10-20 12:59:21,1729429161,1012,25,0.812,70
39.2,2024-10-20 13:00:21,1729429221,1012,25,0.852,80
37.3,2024-10-20 13:01:22,1729429282,1014,25,0,80
34.7,2024-10-20 13:02:22,1729429342,1011,25,0.848,80
38.4,2024-10-20 13:03:22,1729429402,1010,25,1.144,80
38.2,2024-10-20 13:04:23,1729429463,1012,25,0.176,80
36.6,2024-10-20 13:05:23,1729429523,1019,25,0.848,80
38.3,2024-10-20 13:06:24,1729429584,1011,25,0.856,80
38,2024-10-20 13:07:24,1729429644,1011,25,0.944,80
37.7,2024-10-20 13:08:24,1729429704,1011,25,0.828,80
37.5,2024-10-20 13:09:25,1729429765,1009,25,1.048,80
37.8,2024-10-20 13:10:25,1729429825,1011,25,0.888,80
37.6,2024-10-20 13:11:25,1729429885,1012,25,0.668,80
37.9,2024-10-20 13:12:26,1729429946,1019,25,0.96,80
36,2024-10-20 13:13:25,1729430005,1011,25,0.844,80
37.9,2024-10-20 13:14:27,1729430067,1011,25,1.608,80
37.6,2024-10-20 13:15:27,1729430127,1019,25,0.884,80
37.8,2024-10-20 13:16:27,1729430187,1010,25,1.244,80
37.7,2024-10-20 13:17:27,1729430247,1011,25,0.88,80
37.7,2024-10-20 13:18:27,1729430307,1021,25,0,80
37.7,2024-10-20 13:19:27,1729430367,1012,25,0.796,80
37.9,2024-10-20 13:20:27,1729430427,1011,25,0.88,80
38.1,2024-10-20 13:21:27,1729430487,1011,25,0.964,80
37.3,2024-10-20 13:25:02,1729430702,1012,25,0,80
35.3,2024-10-20 13:26:02,1729430762,1012,25,0.856,80
33.5,2024-10-20 13:27:02,1729430822,1011,25,0.764,80
37.5,2024-10-20 13:28:03,1729430883,1009,25,1.264,80
37,2024-10-20 13:29:03,1729430943,1012,25,0,80
37.1,2024-10-20 13:30:03,1729431003,1011,25,0.848,80
37.6,2024-10-20 13:31:03,1729431063,1011,25,1.576,80
34.8,2024-10-20 13:32:04,1729431124,1012,25,0,80
35.2,2024-10-20 13:33:05,1729431185,1019,25,0.884,80
34.3,2024-10-20 13:34:05,1729431245,1009,25,1.752,80
34.5,2024-10-20 13:35:05,1729431305,1014,25,0,80
36.1,2024-10-20 13:36:05,1729431365,1012,25,0.796,80
33.8,2024-10-20 13:37:06,1729431426,1012,25,0.848,80
38.7,2024-10-20 13:49:28,1729432168,1011,25,0.852,80
38.3,2024-10-20 13:50:28,1729432228,1011,25,0.884,80
38.6,2024-10-20 13:51:28,1729432288,1011,25,1.74,80
38.1,2024-10-20 13:52:29,1729432349,1010,25,1.16,80
38.1,2024-10-20 13:53:29,1729432409,1011,25,0.884,80
38.7,2024-10-20 13:54:30,1729432470,1011,25,0.852,80
38.4,2024-10-20 13:55:29,1729432529,1019,25,1.708,80
36.5,2024-10-20 13:56:30,1729432590,1012,25,0.848,80
38.1,2024-10-20 13:57:31,1729432651,1011,25,0.844,80
38.1,2024-10-20 13:58:31,1729432711,1011,25,0.944,80
38.4,2024-10-20 13:59:31,1729432771,1011,25,0.824,80
37.9,2024-10-20 14:00:32,1729432832,1014,25,0,100
38.1,2024-10-20 14:01:32,1729432892,1010,25,1.072,100
38.2,2024-10-20 14:03:32,1729433012,1020,25,0.856,100
34.8,2024-10-20 14:40:51,1729435251,1011,25,0.888,100
35.6,2024-10-20 14:41:51,1729435311,1009,25,1.2,100
34.2,2024-10-20 14:42:51,1729435371,1011,25,0.844,100
35.2,2024-10-20 14:43:52,1729435432,1011,25,0.888,100
36.7,2024-10-20 14:44:53,1729435493,1011,25,0.88,100
35.7,2024-10-20 14:45:53,1729435553,1011,25,0.884,100
34.6,2024-10-20 14:46:53,1729435613,1021,25,0.084,100
34.4,2024-10-20 14:47:54,1729435674,1019,25,1.16,100
33.7,2024-10-20 14:48:54,1729435734,1012,25,0,100
35.8,2024-10-20 14:49:54,1729435794,1010,25,1.144,100
35.8,2024-10-20 14:50:54,1729435854,1011,25,0.888,100
36.2,2024-10-20 14:51:54,1729435914,1012,25,0.848,100
34.8,2024-10-20 14:52:55,1729435975,1011,25,0.832,100
34.7,2024-10-20 14:53:55,1729436035,1011,25,0.9,100
34.6,2024-10-20 14:54:56,1729436096,1011,25,0.848,100
37.4,2024-10-20 14:56:57,1729436217,1014,25,0.02,100
37.3,2024-10-20 14:57:57,1729436277,1014,25,0,100
37.1,2024-10-20 14:58:57,1729436337,1014,25,0,100
37.2,2024-10-20 14:59:57,1729436397,1011,25,0.892,100
35.6,2024-10-20 15:00:57,1729436457,1014,25,0,130
37.3,2024-10-20 15:01:58,1729436518,1011,25,0.884,130
37,2024-10-20 15:02:58,1729436578,1011,25,1.708,130
37.1,2024-10-20 15:03:58,1729436638,1011,25,1.704,130
37.1,2024-10-20 15:04:59,1729436699,1012,25,0.068,130
36.8,2024-10-20 15:05:59,1729436759,1009,25,1.544,130
35.2,2024-10-20 15:07:00,1729436820,1010,25,1.316,130
34.8,2024-10-20 15:08:00,1729436880,1012,25,0.56,130
35.1,2024-10-20 15:09:00,1729436940,1012,25,0,130
34.4,2024-10-20 15:10:01,1729437001,1011,25,0.888,130
33.5,2024-10-20 15:11:01,1729437061,1011,25,0.836,130
30.6,2024-10-20 15:12:01,1729437121,1021,25,0,130
34,2024-10-20 15:13:02,1729437182,1010,25,1.14,130
32.6,2024-10-20 15:14:02,1729437242,1009,25,1.712,130
33.2,2024-10-20 15:15:02,1729437302,1011,25,0.892,130
32.1,2024-10-20 15:16:02,1729437362,1009,25,1.708,130
36.5,2024-10-20 15:17:03,1729437423,1011,25,0.844,130
32.8,2024-10-20 15:18:03,1729437483,1012,25,0.82,130
31.5,2024-10-20 15:19:04,1729437544,1010,25,0.984,130
33.2,2024-10-20 15:20:04,1729437604,1011,25,0.932,130
31.8,2024-10-20 15:21:04,1729437664,1019,25,0.848,130
33.2,2024-10-20 15:22:04,1729437724,1010,25,1.14,130
34.8,2024-10-20 15:23:05,1729437785,1011,25,0.848,130
32.5,2024-10-20 15:24:05,1729437845,1011,25,0.892,130
30.5,2024-10-20 15:25:05,1729437905,1012,25,0.016,130
30.2,2024-10-20 15:26:06,1729437966,1011,25,1.02,130
32.1,2024-10-20 15:27:07,1729438027,1011,25,0.888,130
31.6,2024-10-20 15:28:06,1729438086,1009,25,1.496,130
32.2,2024-10-20 15:29:06,1729438146,1011,25,0.82,130
30.4,2024-10-20 15:30:06,1729438206,1012,25,0.716,130
30.4,2024-10-20 15:31:07,1729438267,1019,25,1.408,130
26.9,2024-10-20 15:32:07,1729438327,1019,25,0.892,130
29.3,2024-10-20 15:33:07,1729438387,1010,25,0.896,130
27.1,2024-10-20 15:34:08,1729438448,1011,25,0.88,130
32.1,2024-10-20 15:35:08,1729438508,1011,25,0.856,130
32.3,2024-10-20 15:36:07,1729438567,1011,25,0.892,130
34,2024-10-20 15:37:08,1729438628,1011,25,0.824,130
30.7,2024-10-20 15:38:08,1729438688,1011,25,1.596,130
31.9,2024-10-20 15:39:09,1729438749,1010,25,0.968,130
35.6,2024-10-20 15:40:08,1729438808,1010,25,0.888,130
33.4,2024-10-20 15:41:08,1729438868,1010,25,0.96,130
32.2,2024-10-20 15:42:09,1729438929,1010,25,0.848,130
30.9,2024-10-20 15:43:09,1729438989,1014,25,0,130
34.2,2024-10-20 15:44:10,1729439050,1011,25,0.892,130
31.2,2024-10-20 15:45:10,1729439110,1011,25,0.84,130
34.9,2024-10-20 15:46:09,1729439169,1011,25,0.892,130
33.8,2024-10-20 15:47:10,1729439230,1009,25,1.528,130
33.7,2024-10-20 15:48:10,1729439290,1009,25,1.22,130
32.3,2024-10-20 15:49:11,1729439351,1010,25,0.884,130
31.5,2024-10-20 15:50:11,1729439411,1008,25,1.452,130
30.9,2024-10-20 15:51:11,1729439471,1011,25,0.856,130
33.7,2024-10-20 15:52:12,1729439532,1011,25,0.868,130
34.2,2024-10-20 15:53:12,1729439592,1019,25,0.816,130
34.8,2024-10-20 15:54:12,1729439652,1011,25,0.86,130
34.9,2024-10-20 15:55:12,1729439712,1012,25,0.024,130
34,2024-10-20 15:56:13,1729439773,1010,25,0.992,130
31.1,2024-10-20 15:57:13,1729439833,1011,25,0.892,130
31.8,2024-10-20 15:58:14,1729439894,1009,25,1.516,130
33.2,2024-10-20 15:59:14,1729439954,1012,25,0.644,130
30.6,2024-10-20 16:00:14,1729440014,1011,25,0.892,150
29.4,2024-10-20 16:01:15,1729440075,1009,25,1.276,150
34.7,2024-10-20 16:19:43,1729441183,1010,25,0.932,150
35,2024-10-20 16:20:43,1729441243,1012,25,0.812,150
35.2,2024-10-20 16:21:43,1729441303,1011,25,0.856,150
35.5,2024-10-20 16:22:44,1729441364,1011,25,0.864,150
35.4,2024-10-20 16:23:44,1729441424,1017,25,1.048,150
34.9,2024-10-20 16:24:45,1729441485,1011,25,0.856,150
33.9,2024-10-20 16:25:44,1729441544,1011,25,0,150
28,2024-10-20 16:27:44,1729441664,1011,25,0,150
32,2024-10-20 16:28:45,1729441725,1017,25,1.216,150
31.5,2024-10-20 16:29:44,1729441784,1011,25,0.856,150
31.3,2024-10-20 16:30:46,1729441846,1014,25,0,150
28.7,2024-10-20 16:31:46,1729441906,1011,25,0.856,150
28.4,2024-10-20 16:32:46,1729441966,1011,25,0.884,150
27.2,2024-10-20 16:33:47,1729442027,1011,25,0.856,150
26.6,2024-10-20 16:34:46,1729442086,1017,25,1.048,150
25.9,2024-10-20 16:35:47,1729442147,1011,25,1.732,150
25.4,2024-10-20 16:36:47,1729442207,1011,25,0.884,150
25.8,2024-10-20 16:37:48,1729442268,1011,25,0.864,150
26,2024-10-20 16:38:48,1729442328,1021,25,0,150
27.8,2024-10-20 16:39:48,1729442388,1014,25,0,150
26.1,2024-10-20 16:40:49,1729442449,1009,25,1.508,150
26,2024-10-20 16:41:50,1729442510,1011,25,0.86,150
27,2024-10-20 16:42:50,1729442570,1011,25,0.92,150
26.6,2024-10-20 16:43:50,1729442630,1011,25,0.856,150
26.1,2024-10-20 16:44:51,1729442691,1010,25,0.896,150
26.1,2024-10-20 16:45:51,1729442751,1012,25,0,150
25.4,2024-10-20 16:46:51,1729442811,1011,25,0.848,150
25.4,2024-10-20 16:47:51,1729442871,1011,25,0.86,150
26.5,2024-10-20 16:48:52,1729442932,1018,25,0.888,150
26.3,2024-10-20 16:49:52,1729442992,1010,25,1.628,150
25.3,2024-10-20 16:50:53,1729443053,1012,25,0.08,150
25.4,2024-10-20 16:51:53,1729443113,1010,25,1.712,150
26.3,2024-10-20 16:52:53,1729443173,1018,25,0.888,150
26.4,2024-10-20 16:53:54,1729443234,1019,25,0.896,150
24.7,2024-10-20 16:54:54,1729443294,1009,25,1.196,150
24.1,2024-10-20 16:55:54,1729443354,1010,25,1.072,150
23,2024-10-20 16:56:55,1729443415,1010,25,1.132,150
24.7,2024-10-20 16:57:55,1729443475,1011,25,0,150
24.9,2024-10-20 16:58:56,1729443536,1010,25,1.56,150
23.8,2024-10-20 16:59:56,1729443596,1009,25,1.548,150
22.9,2024-10-20 17:00:56,1729443656,1014,25,0,150
23.6,2024-10-20 17:01:57,1729443717,1011,25,0.064,150
22.9,2024-10-20 17:02:57,1729443777,1011,25,0.9,150
22.7,2024-10-20 17:03:57,1729443837,1011,25,0.848,150
21.5,2024-10-20 17:04:58,1729443898,1020,25,0.468,150
22.1,2024-10-20 17:05:58,1729443958,1019,25,0.86,150
22.2,2024-10-20 17:06:59,1729444019,1011,25,0.9,150
21.5,2024-10-20 17:07:59,1729444079,1009,25,1.512,150
20.4,2024-10-20 17:08:59,1729444139,1012,25,0.06,150
19.5,2024-10-20 17:10:00,1729444200,1011,25,0.82,150
18.5,2024-10-20 17:11:00,1729444260,1011,25,0.864,150
17.9,2024-10-20 17:12:01,1729444321,1011,25,0.896,150
17.1,2024-10-20 17:13:01,1729444381,1010,25,0.86,150
15.9,2024-10-20 17:14:01,1729444441,1011,25,0.896,150
15.1,2024-10-20 17:15:01,1729444501,1010,25,1.132,150
13.8,2024-10-20 17:16:02,1729444562,1011,25,0.836,150
12.2,2024-10-20 17:17:03,1729444623,1011,25,0.112,150
12.1,2024-10-20 17:18:03,1729444683,1009,25,1.22,150
11,2024-10-20 17:19:03,1729444743,1011,25,0.852,150
10,2024-10-20 17:20:03,1729444803,1010,25,0.856,150
10.4,2024-10-20 17:21:03,1729444863,1010,25,0.944,150
10.1,2024-10-20 17:22:04,1729444924,1019,25,0.86,150
9.8,2024-10-20 17:23:04,1729444984,1011,25,0.86,150
9.3,2024-10-20 17:24:05,1729445045,1011,25,0.896,150
8.9,2024-10-20 17:25:04,1729445104,1011,25,0.9,150
8.2,2024-10-20 17:26:05,1729445165,1011,25,0.856,150
7.4,2024-10-20 17:27:05,1729445225,1011,25,0.936,150
6.9,2024-10-20 17:28:05,1729445285,1011,25,0.892,150
6.5,2024-10-20 17:29:05,1729445345,1010,25,0.852,150
6.3,2024-10-20 17:30:05,1729445405,1014,25,0,150
5.3,2024-10-20 17:31:06,1729445466,1019,25,0.848,150
5.2,2024-10-20 17:32:06,1729445526,1011,25,0.896,150
4.8,2024-10-20 17:33:07,1729445587,1010,25,0.876,150
4.6,2024-10-20 17:34:07,1729445647,1010,25,0.9,150
4.3,2024-10-20 17:35:07,1729445707,1011,25,0.896,150
3.6,2024-10-20 17:36:08,1729445768,1011,25,0.864,150
3.6,2024-10-20 17:37:07,1729445827,1017,25,1.008,150
3.1,2024-10-20 17:38:08,1729445888,1011,25,0.892,150
2.7,2024-10-20 17:39:09,1729445949,1010,25,1.028,150
2.6,2024-10-20 17:40:09,1729446009,1011,25,0.896,150
2.1,2024-10-20 17:41:10,1729446070,1019,25,0,150
1.8,2024-10-20 17:42:09,1729446129,1010,25,0.9,150
1.8,2024-10-20 17:43:10,1729446190,1011,25,0.852,150
1,2024-10-20 17:44:10,1729446250,1011,25,0.896,150
1,2024-10-20 17:45:10,1729446310,1011,25,0.864,150
1.1,2024-10-20 17:46:11,1729446371,1010,25,1.132,150
0.6,2024-10-20 17:47:11,1729446431,1012,25,0,150
0.2,2024-10-20 17:48:12,1729446492,1011,25,0.86,150
0.2,2024-10-20 17:49:11,1729446551,1010,25,0.952,150
0.5,2024-10-20 17:50:12,1729446612,1011,25,0.628,150
0.2,2024-10-20 17:51:12,1729446672,1011,25,0.892,150
-0.1,2024-10-20 17:52:13,1729446733,1010,25,0.956,150
-0.1,2024-10-20 17:53:13,1729446793,1010,25,0.892,150
0.2,2024-10-20 17:54:13,1729446853,1012,25,0,150
0.1,2024-10-20 17:55:14,1729446914,1016,25,1.336,150
-0.4,2024-10-20 17:56:14,1729446974,1010,25,0.864,150
-0.2,2024-10-20 17:57:14,1729447034,1010,25,1.028,150
-0.4,2024-10-20 17:58:15,1729447095,1010,25,1.028,150
-0.3,2024-10-20 17:59:15,1729447155,1019,25,0.836,150
0.2,2024-10-20 18:00:15,1729447215,1011,25,0.8,150
-0.4,2024-10-20 18:01:16,1729447276,1019,25,0.844,150
-0.3,2024-10-20 18:02:16,1729447336,1011,25,0.856,150
34.4,2024-10-21 10:25:51,1729506351,1008,25,1.46,100
34.5,2024-10-21 10:26:51,1729506411,1010,25,1.468,100
31.7,2024-10-21 10:27:52,1729506472,1010,25,1.112,100
32.5,2024-10-21 10:28:52,1729506532,1010,25,1.116,100
29.9,2024-10-21 10:29:53,1729506593,1011,25,0.848,100
28.8,2024-10-21 10:30:53,1729506653,1011,25,0.692,100
35.1,2024-10-21 10:31:53,1729506713,1010,25,1.004,100
27.3,2024-10-21 10:32:54,1729506774,1010,25,0.9,100
30,2024-10-21 10:33:54,1729506834,1010,25,0.884,100
32.7,2024-10-21 10:34:55,1729506895,1010,25,0.928,100
34.4,2024-10-21 10:35:55,1729506955,1010,25,0.856,100
34.6,2024-10-21 10:36:55,1729507015,1010,25,1.112,100
30.8,2024-10-21 10:37:55,1729507075,1011,25,1.616,100
29.6,2024-10-21 10:38:55,1729507135,1010,25,0.94,100
29.9,2024-10-21 10:39:55,1729507195,1011,25,0.856,100
32.9,2024-10-21 10:41:56,1729507316,1011,25,0.86,100
32.7,2024-10-21 10:42:56,1729507376,1016,25,1.208,100
30.3,2024-10-21 10:43:57,1729507437,1010,25,0.892,100
30.7,2024-10-21 10:44:57,1729507497,1017,25,1.08,100
33.6,2024-10-21 10:45:57,1729507557,1011,25,0.78,100
